x1,x2,fitness,gender
1.2150792204210818e-08,-1.8823518633262592e-07,0.9998877335859813,0
1.291057066920085e-07,-2.8138806402527244e-08,0.999944906577209,1
3.904319041874079e-08,7.486850811825785e-08,0.999977501437513,0
-4.76950772047345e-08,-2.8611585349100766e-09,0.9999927937736042,1
-5.7496945820010036e-08,-1.4345722142932604e-06,0.9934961040024299,0
2.422895473085976e-08,5.504554442154878e-09,0.9999980493331251,1
-2.806396698169255e-07,-7.05071763843569e-08,0.9997358098566909,0
1.6017288286844855e-08,6.287702748494306e-09,0.999999062963339,1
-9.724974276422826e-10,-4.870786376743844e-09,0.9999999193518063,0
-8.260661277178602e-08,-7.023944141643694e-07,0.9984218069666054,1
-1.5042431995932018e-07,-8.540126648053068e-08,0.999905589918914,0
3.3010870953278347e-06,-4.259604850877731e-07,0.9650443702707948,1
2.7597629856858397e-07,-1.970217428605522e-07,0.9996372069242339,0
4.3276859990047975e-07,4.650414309214101e-07,0.9987266958221139,1
2.3057735970295968e-07,3.8452529526745404e-08,0.9998275809894728,0
-2.6750042599010564e-07,-2.9845778072140984e-07,0.9994931609256367,1
-2.2468532674563636e-09,-8.221836299750425e-09,0.9999997679743379,0
4.001533316797145e-07,-6.836145019371083e-08,0.9994800274181121,1
3.2809612126521056e-08,-2.3731056051633457e-07,0.9998189095972932,0
2.5376652602203046e-09,-1.1555789021788419e-08,0.9999995555354273,1
5.369491629607178e-08,1.425007731493668e-07,0.9999268285459493,0
1.0878288571116245e-08,-5.4442856749678355e-08,0.9999902716213716,1
3.7250563493912226e-06,-2.6635054730238793e-07,0.9559939962883791,0
-1.689716025357276e-08,-1.6695348507531943e-07,0.9999111490368091,1
2.5647447805445613e-07,7.573314754870106e-07,0.9979827614221211,0
-2.7500368244162733e-08,-3.272845193401756e-08,0.9999942312499878,1
1.1248144182204215e-06,-3.534596958146359e-07,0.9956137771099409,0
3.5254748853225864e-06,-3.125120555635929e-06,0.9299684817448212,1
3.2358825606123333e-10,5.512586867156219e-10,0.9999999959031826,0
3.9775681780046424e-08,-2.20486600269921e-07,0.9998416156888557,1
-1.7376609433679509e-06,-4.1128976231639e-06,0.9370991806858263,0
3.570150246749103e-07,-1.6129191018024487e-08,0.9995970111620915,1
-8.352935405816311e-08,-6.74486683309124e-07,0.9985425650907074,0
1.3775327656096656e-08,5.419163361110453e-08,0.9999901323777899,1
1.0108431748542438e-07,2.6801117013593973e-08,0.9999654904896611,0
3.426189454650536e-08,-1.812750394786101e-07,0.9998926103455883,1
1.3588757607003107e-07,3.168284887147152e-08,0.9999385672074195,0
-6.406406391235552e-08,-1.1642215602904451e-07,0.9999442810623637,1
3.688000710207102e-09,1.792636386117754e-08,0.9999989403284378,0
5.7949131936627735e-08,4.280430941982046e-08,0.999983620550277,1
3.000575539339379e-07,-2.294456852756013e-07,0.9995498089346602,0
1.997042803749856e-07,1.7054882272563613e-10,0.9998741607134226,1
2.6693275171185535e-08,6.979200944644695e-08,0.9999823800868999,0
1.5598833138517178e-07,1.75407426242802e-07,0.9998261434371215,1
1.4075149497299604e-07,-9.428584150550128e-08,0.9999094394586355,0
1.0844855760055653e-08,1.4540687682686678e-09,0.9999996194314045,1
-2.571728444425671e-11,-2.2015854199195742e-08,0.9999984678554957,0
5.544214506714505e-10,-4.3881616099972234e-08,0.9999939205169359,1
2.035674227131503e-06,8.988470120461934e-07,0.984375610955596,0
1.0702453991984153e-08,-8.1224770425002e-09,0.9999994276186361,1
3.1260918916191004e-07,-1.257235202588366e-06,0.9947043642853461,0
-1.7169106998243136e-07,4.569489113753266e-08,0.9999003995781143,1
-2.6291982983173372e-08,-5.346057797623748e-08,0.9999887983168223,0
3.8826565442526247e-08,1.088236798752639e-08,0.999994867009653,1
1.288857897092963e-07,-3.949876668967971e-07,0.9994553193308089,0
1.4911386415356813e-06,1.0736071262818722e-06,0.9893475293460299,1
4.1925810798012385e-08,2.2178040990096692e-07,0.999839255958979,0
1.6170685833756631e-07,-6.663256584780262e-08,0.9999034817354602,1
3.225883847335268e-08,-1.6127534657489174e-09,0.9999967055467652,0
-1.9712750778656205e-07,-1.8806601852740194e-07,0.9997657902680036,1
3.4709170289940743e-07,6.04524684984486e-08,0.9996083470559195,0
-8.417668550320457e-07,7.809465787533686e-08,0.9977450458449911,1
-1.1295583130351616e-08,4.2791387366601143e-10,0.9999995940377826,0
-1.7161585123255465e-09,-5.6111210988092546e-08,0.9999900537481327,1
6.151073623546641e-07,-2.2410884697507557e-07,0.9986477214369975,0
4.242936599094266e-07,-1.1666068293177013e-08,0.9994315465299878,1
-1.5096888896679236e-09,8.899498352314202e-09,0.9999997401032469,0
1.433420771180495e-08,-7.076321070134538e-09,0.9999991908919604,1
9.020070905235412e-09,-7.936768458916527e-09,0.999999541721917,0
-9.94984842130035e-10,2.8624695276350597e-10,0.9999999938102007,1
1.680753287028887e-07,-2.103839406105839e-09,0.9999108500404044,0
1.3528045633996375e-08,1.2310315488533137e-07,0.9999516041317736,1
6.0421535753416755e-06,1.859638003752221e-08,0.884808843637593,0
5.514268027995736e-09,-3.060604696691495e-07,0.9997043410349907,1
1.1562995017226843e-06,-8.59078252991793e-07,0.993452749057987,0
1.430715815805676e-08,1.792093569012632e-08,0.9999983379980366,1
3.2407812618549977e-06,5.977218910414974e-08,0.9668503704907654,0
4.346286127447757e-08,4.2813176669388655e-08,0.9999882534501638,1
5.961219888339829e-08,6.697846625314234e-08,0.9999746299700952,0
-1.4602755359076888e-07,-1.0824220474221897e-07,0.999895746950708,1
1.2116485172399067e-08,3.31132794336545e-08,0.9999960742954493,0
5.6305686782919435e-06,6.767774139164204e-06,0.7554502530018076,1
-4.39933415730038e-09,-4.3936335682220176e-08,0.9999938452579311,0
6.05752127007734e-08,7.059312377737486e-08,0.9999726957605081,1
-1.9376389814165537e-08,-7.963469585581455e-09,0.9999986124824586,0
3.0881743314926544e-06,-3.592503138242301e-08,0.9699050295649081,1
-1.4728361253360064e-08,-1.3352140088623156e-07,0.9999430613550725,0
-9.204036979519953e-08,-2.2861676334789576e-07,0.9998083576089112,1
6.78810702215505e-07,-1.728849531994334e-07,0.9984518087845745,0
2.746344052905705e-08,-2.105108881610065e-08,0.9999962191508962,1
1.97504674059849e-07,2.3174118769691978e-08,0.9998752230572655,0
5.122299946201725e-08,-3.694483073697616e-07,0.9995610542202645,1
1.9970619577934294e-08,1.9089083362040874e-07,0.999883764274307,0
-4.69123190961711e-09,-2.9460087164006902e-08,0.9999971893363112,1
7.488615995909805e-09,1.630330452569034e-08,0.9999989815949865,0
-1.8150568642592846e-07,4.955756656469846e-10,0.9998960494161013,1
6.246275478946866e-08,-2.3546190558332154e-07,0.9998127533205885,0
-3.117436932184621e-09,-2.4866331009916366e-08,0.999998015539111,1
3.4698054355357315e-08,7.74542856306426e-08,0.9999772696631757,0
6.054368703158801e-08,-2.207385368052374e-09,0.9999884161902165,1
-4.848419106943603e-09,1.4256162059908486e-10,0.9999999229576687,0
1.0416411688563265e-07,-2.3433034811998546e-08,0.9999640298334994,1
2.3665554073934184e-07,-2.1922509109774225e-08,0.9998217692844601,0
3.3426714226851326e-10,-4.5366481839816493e-10,0.9999999961904641,1
-4.448183766942026e-08,-5.1547217397859566e-08,0.9999853703206062,0
3.1983958267773013e-09,-2.6278248474483894e-09,0.9999999431268431,1
1.9840494098542826e-07,-1.7153710829625772e-07,0.9997829502622095,0
3.877250367180589e-08,-9.278232415426166e-09,0.9999949822876187,1
3.0407899817656357e-08,3.3400074154442374e-08,0.9999935598683592,0
4.464990552120509e-08,-7.157145643237925e-09,0.9999935452486737,1
4.184587305167162e-09,-2.4216913436049927e-08,0.999998091527114,0
1.1783423978078572e-07,1.0594040049250276e-08,0.999955832942877,1
